edad;ingresos;vivienda;tiempo trabajado;motivo;scoring;cantidad;tipo de interes;solvencia;ratio endeudamiento;impagos;historial crediticio
24;40000;hipoteca;6;deuda;B;5000;11.11;0;0.13;no;2
26;24000;alquiler;5;viaje;A;4500;5.79;0;0.19;no;3
22;24000;alquiler;0;estudios;B;4500;11.49;0;0.19;no;2
25;40000;hipoteca;1;reforma;A;4000;7.29;0;0.1;no;2
22;24500;alquiler;3;deuda;A;4500;8.94;0;0.18;no;2
23;25596;alquiler;2;medico;B;4500;9.99;0;0.18;no;4
23;26000;alquiler;3;medico;A;4500;8.49;1;0.17;no;2
25;30996;alquiler;9;viaje;A;4500;6.92;0;0.15;no;3
24;32000;alquiler;;medico;A;4500;7.29;0;0.14;no;4
23;32400;alquiler;4;estudios;A;4500;7.49;0;0.14;no;4
22;40000;hipoteca;1;estudios;A;4800;5.42;0;0.12;no;2
22;33000;alquiler;2;personal;A;4500;7.88;0;0.14;no;3
23;33000;alquiler;1;deuda;D;4500;15.05;1;0.14;no;4
21;40000;hipoteca;3;deuda;A;8000;6.92;0;0.2;no;4
22;35000;alquiler;2;viaje;C;4500;14.27;0;0.13;si;2
23;35000;alquiler;5;personal;B;4500;10.59;0;0.13;no;2
24;35000;alquiler;1;medico;C;4500;12.87;0;0.13;si;3
22;40000;hipoteca;5;medico;B;8000;10.74;0;0.2;no;3
23;40000;hipoteca;7;viaje;B;14000;;0;0.35;no;3
21;36000;alquiler;0;estudios;A;4500;6.62;0;0.13;no;2
26;40000;hipoteca;5;medico;A;16000;;0;0.4;no;3
26;34000;hipoteca;4;personal;A;12250;6.91;1;0.36;no;4
22;36000;alquiler;5;estudios;A;4500;6.17;0;0.13;no;3
24;36000;alquiler;5;viaje;A;4500;7.14;0;0.13;no;4
22;40000;pagada;5;medico;B;6000;9.25;0;0.15;no;3
22;37342;alquiler;3;viaje;C;4500;11.03;0;0.12;si;2
23;40000;hipoteca;2;medico;B;7000;8.88;0;0.17;no;3
24;37500;alquiler;0;personal;A;4500;5.42;0;0.12;no;4
24;40000;pagada;0;personal;A;6900;6.91;0;0.17;no;3
22;32000;alquiler;5;medico;A;4500;9.63;1;0.14;no;2
24;38000;alquiler;8;medico;B;4500;10.83;0;0.12;no;2
23;38004;alquiler;2;estudios;A;4500;7.88;0;0.12;no;2
24;34000;hipoteca;1;deuda;D;7000;14.09;1;0.21;no;2
24;39000;alquiler;2;viaje;B;4500;10.99;0;0.12;no;4
22;39996;alquiler;2;estudios;C;4500;13.43;0;0.11;no;4
22;40000;alquiler;6;estudios;A;4500;7.66;0;0.11;no;3
26;40000;alquiler;0;medico;A;4500;7.74;0;0.11;no;2
25;40000;pagada;3;estudios;D;12000;14.83;0;0.3;no;4
24;40000;alquiler;8;medico;C;4500;12.84;0;0.11;no;3
22;40000;hipoteca;6;viaje;B;4000;10.36;0;0.1;no;4
24;34068;alquiler;2;estudios;D;4500;14.84;1;0.13;no;3
23;41000;alquiler;6;personal;C;4500;12.99;0;0.11;no;4
25;40000;hipoteca;6;medico;C;5000;12.61;0;0.13;si;4
21;36000;alquiler;1;viaje;D;4500;17.27;1;0.13;no;2
24;40000;hipoteca;4;medico;B;3500;8.88;0;0.09;no;2
26;40000;hipoteca;10;reforma;A;5300;5.42;0;0.13;no;2
21;42000;alquiler;4;deuda;A;4500;6.03;0;0.11;no;4
22;42000;alquiler;2;deuda;B;4500;11.49;0;0.11;no;4
21;40000;hipoteca;3;deuda;A;6000;5.79;0;0.15;no;3
26;42000;alquiler;3;personal;A;4500;7.66;0;0.11;no;2
25;43500;alquiler;0;medico;A;4500;6.76;0;0.1;no;2
25;43738;alquiler;0;deuda;A;4500;5.99;0;0.1;no;3
26;44004;alquiler;2;medico;A;4500;7.74;0;0.1;no;3
23;45000;alquiler;0;viaje;B;4500;9.25;0;0.1;no;4
21;41000;alquiler;2;deuda;C;4500;13.49;1;0.11;no;3
22;40000;hipoteca;6;personal;A;4800;;0;0.12;no;2
26;48000;alquiler;10;deuda;B;4500;11.11;0;0.09;no;4
23;48500;alquiler;0;deuda;B;4500;12.21;0;0.09;no;4
22;44000;alquiler;;personal;D;4500;14.46;1;0.1;si;2
22;44000;alquiler;3;personal;A;4500;5.79;1;0.1;no;3
21;40000;hipoteca;3;medico;A;2500;6.76;0;0.06;no;4
24;40000;pagada;6;viaje;A;1000;6.76;0;0.03;no;3
23;52800;alquiler;3;estudios;A;4500;6.76;0;0.09;no;4
24;54100;alquiler;5;personal;A;4500;7.14;0;0.08;no;4
26;40000;pagada;0;reforma;B;10000;11.86;0;0.25;no;4
22;48300;alquiler;0;reforma;B;4500;9.76;1;0.09;no;2
22;34000;hipoteca;4;personal;D;7750;15.21;1;0.23;no;2
26;54396;alquiler;10;medico;C;4500;;0;0.08;no;3
23;40000;hipoteca;1;personal;A;4000;7.14;0;0.1;no;3
24;40000;pagada;4;personal;C;2000;14.35;0;0.05;no;2
24;55000;alquiler;2;deuda;A;4500;7.9;0;0.08;no;2
23;55000;alquiler;4;viaje;A;4500;8.49;0;0.08;no;3
22;55000;alquiler;4;deuda;A;4500;6.76;0;0.08;no;4
24;40000;hipoteca;2;viaje;C;15250;13.98;0;0.38;si;2
24;40000;hipoteca;5;viaje;A;8000;;0;0.2;no;4
26;58947;alquiler;10;medico;A;4500;6.03;0;0.08;no;2
23;59000;alquiler;3;medico;C;4500;12.68;0;0.08;si;3
25;40000;pagada;0;estudios;B;8000;10.38;0;0.2;no;4
23;54000;alquiler;5;reforma;A;4500;8.49;1;0.08;no;2
23;54000;alquiler;7;estudios;B;4500;;1;0.08;no;2
23;62000;alquiler;7;viaje;B;4500;12.42;0;0.07;no;2
22;40000;hipoteca;2;personal;A;8100;7.14;0;0.2;no;3
25;60000;alquiler;9;reforma;B;4500;10.99;1;0.07;no;2
23;40000;hipoteca;;estudios;A;4000;6.39;0;0.1;no;3
24;74000;alquiler;0;personal;B;4500;12.18;0;0.06;no;4
25;78996;alquiler;9;estudios;A;4500;8.63;0;0.06;no;2
25;80000;alquiler;8;viaje;C;4500;13.06;0;0.06;no;2
25;82560;alquiler;6;deuda;A;4500;7.42;0;0.05;no;3
25;84000;alquiler;0;reforma;B;4500;12.18;0;0.05;no;2
24;86854;alquiler;8;viaje;A;4500;;0;0.05;no;4
24;40000;hipoteca;3;viaje;B;10500;11.36;0;0.26;no;4
24;40000;hipoteca;8;personal;B;10000;9.88;0;0.25;no;2
21;40000;pagada;6;viaje;B;5600;10.25;0;0.14;no;3
25;138000;alquiler;1;estudios;C;4500;13.43;0;0.03;no;3
23;20664;alquiler;4;estudios;C;4550;13.72;0;0.22;si;3
21;34000;hipoteca;5;estudios;B;10000;10.62;1;0.29;no;2
22;29976;alquiler;6;deuda;C;4550;12.84;0;0.15;no;3
23;42000;alquiler;2;estudios;C;4550;15.23;0;0.11;no;4
26;130000;alquiler;0;reforma;C;4550;13.57;0;0.04;si;2
21;24000;alquiler;0;estudios;C;4600;13.99;0;0.19;si;2
23;27864;alquiler;0;medico;A;4600;6.03;0;0.17;no;3
26;40000;hipoteca;5;medico;B;6000;10.62;0;0.15;no;4
21;28416;alquiler;6;personal;A;4600;;0;0.16;no;2
24;30000;alquiler;0;medico;C;4600;;0;0.15;si;2
22;40000;hipoteca;6;viaje;A;4750;;0;0.12;no;2
23;33000;alquiler;0;estudios;B;4600;11.71;0;0.14;no;3
23;40000;alquiler;1;viaje;B;4600;10.59;0;0.12;no;3
25;40000;hipoteca;8;deuda;A;10000;7.14;0;0.25;no;4
23;46500;alquiler;3;estudios;D;4600;;0;0.1;si;4
21;40000;hipoteca;5;medico;A;9000;7.51;0;0.23;no;4
25;40000;hipoteca;2;deuda;B;4750;;0;0.12;no;3
26;44000;alquiler;5;deuda;C;4600;13.99;1;0.1;no;4
21;51996;alquiler;5;personal;A;4600;8.59;0;0.09;no;2
21;40000;hipoteca;5;estudios;C;8000;;0;0.2;no;3
23;52000;alquiler;5;personal;D;4600;14.96;1;0.09;no;2
26;52800;alquiler;3;deuda;D;4600;15.62;1;0.09;si;4
24;40000;hipoteca;8;deuda;A;4000;7.14;0;0.1;no;4
23;40000;hipoteca;3;estudios;B;12000;9.88;0;0.3;no;2
25;34000;hipoteca;2;reforma;C;5800;13.48;1;0.17;si;3
22;40000;hipoteca;0;estudios;C;4000;12.73;0;0.1;si;2
24;73000;alquiler;2;medico;B;4600;9.99;0;0.06;no;2
24;100000;alquiler;1;estudios;A;4600;8.49;0;0.05;no;2
22;40000;pagada;0;viaje;C;6400;14.22;0;0.16;si;2
24;22392;alquiler;;medico;B;4650;9.99;0;0.21;no;4
24;40000;hipoteca;8;deuda;B;15000;9.88;0;0.38;no;2
24;40000;hipoteca;2;viaje;B;10000;11.83;0;0.25;no;3
21;31970;alquiler;2;viaje;A;4650;9.32;0;0.15;no;2
22;48000;alquiler;2;medico;B;4650;10.99;0;0.1;no;4
24;31776;alquiler;6;viaje;A;4700;8.94;0;0.15;no;3
25;40000;alquiler;0;medico;C;4700;12.09;0;0.12;si;3
24;40000;pagada;1;reforma;A;9000;8.94;0;0.23;no;3
23;41000;alquiler;7;personal;A;4700;7.9;0;0.11;no;2
26;40000;hipoteca;3;viaje;B;1750;11.83;0;0.04;no;4
24;45000;alquiler;2;deuda;B;4700;10.96;0;0.1;no;2
26;19800;alquiler;0;medico;C;4725;11.22;1;0.24;no;3
26;27600;alquiler;0;medico;A;4725;6.54;0;0.17;no;2
24;40000;pagada;8;reforma;C;7500;13.22;0;0.19;no;3
24;12000;alquiler;0;estudios;B;4750;10.75;1;0.4;no;4
21;13806;alquiler;6;personal;C;4750;12.73;1;0.34;si;3
22;14000;alquiler;2;personal;D;4750;14.61;1;0.34;no;4
26;14040;alquiler;1;deuda;B;4750;10.25;1;0.34;no;2
23;14400;alquiler;1;estudios;B;4750;11.11;1;0.33;no;2
21;40000;hipoteca;5;estudios;B;9000;11.14;0;0.23;no;3
26;15000;alquiler;0;personal;A;4750;8.49;1;0.32;no;3
25;15600;alquiler;1;personal;C;4750;13.85;1;0.3;no;4
22;16000;alquiler;0;estudios;C;4750;13.16;1;0.3;no;3
23;40000;pagada;6;viaje;B;12000;11.14;0;0.3;no;3
22;20400;alquiler;1;deuda;B;4750;11.49;0;0.23;no;2
25;20400;alquiler;3;viaje;C;4750;12.98;0;0.23;si;4
24;40000;hipoteca;2;deuda;A;3400;7.4;0;0.09;no;3
22;21000;alquiler;4;estudios;D;4750;;0;0.23;no;2
25;24000;alquiler;9;medico;B;4750;10.38;0;0.2;no;4
24;24000;alquiler;8;deuda;B;4750;10.62;0;0.2;no;3
21;26400;alquiler;5;personal;C;4750;12.23;0;0.18;no;3
24;34000;hipoteca;3;personal;D;10000;15.31;1;0.29;si;2
24;28800;alquiler;0;estudios;C;4750;;0;0.16;si;4
22;40000;pagada;0;estudios;B;6000;11.48;0;0.15;no;4
24;40000;hipoteca;8;estudios;D;3000;15.65;0;0.07;no;2
23;40000;hipoteca;1;estudios;B;4000;11.48;0;0.1;no;3
22;13440;alquiler;1;medico;B;4800;12.53;1;0.36;no;4
21;15000;alquiler;6;viaje;A;4800;8.49;1;0.32;no;3
24;15000;alquiler;3;personal;D;4800;16.95;1;0.32;no;3
21;15996;alquiler;3;medico;D;4800;15.37;1;0.3;si;3
22;19800;alquiler;;deuda;B;4800;10.99;1;0.24;no;2
26;20000;alquiler;0;deuda;A;4800;7.49;0;0.24;no;2
24;20000;alquiler;5;medico;B;4800;11.14;0;0.24;no;4
24;40000;hipoteca;3;viaje;A;5000;8.59;0;0.13;no;3
22;40000;hipoteca;6;deuda;A;7000;9.32;0;0.17;no;3
23;20400;alquiler;0;personal;A;4800;;0;0.24;no;2
26;40000;hipoteca;6;viaje;C;10750;12.84;0;0.27;si;4
23;40000;hipoteca;7;estudios;B;3500;12.21;0;0.09;no;3
22;21000;alquiler;5;medico;B;4800;10.75;0;0.23;no;3
26;21000;alquiler;0;viaje;A;4800;7.75;0;0.23;no;4
22;21600;alquiler;0;medico;C;4800;13.49;0;0.22;no;3
21;22000;alquiler;1;medico;A;4800;7.88;0;0.22;no;2
26;40000;hipoteca;3;viaje;A;3250;8;0;0.08;no;4
21;34000;pagada;3;viaje;D;9600;15.68;1;0.28;si;2
23;23136;alquiler;;estudios;A;4800;6.17;0;0.21;no;2
22;23448;alquiler;;deuda;B;4800;11.86;0;0.2;no;3
22;40000;hipoteca;6;personal;C;10000;;0;0.25;si;3
22;24000;alquiler;6;estudios;A;4800;7.49;0;0.2;no;2
26;24000;alquiler;0;estudios;A;4800;;0;0.2;no;3
22;24500;alquiler;3;medico;B;4800;10.65;0;0.2;no;2
25;26000;alquiler;1;personal;B;4800;10.65;0;0.18;no;4
22;26004;alquiler;5;medico;B;4800;10.99;0;0.18;no;4
24;26085;alquiler;2;estudios;C;4800;13.35;0;0.18;si;3
23;26400;alquiler;;personal;A;4800;;0;0.18;no;4
21;27000;alquiler;;deuda;C;4800;13.49;0;0.18;no;4
21;27000;alquiler;1;estudios;A;4800;7.51;0;0.18;no;2
22;40000;hipoteca;1;personal;D;8000;16;0;0.2;si;3
21;27700;alquiler;5;personal;A;4800;6.62;0;0.17;no;4
26;27880;alquiler;1;medico;B;4800;9.25;0;0.17;no;4
22;29000;alquiler;6;medico;C;4800;12.99;0;0.17;si;4
25;34000;hipoteca;8;reforma;B;3000;10.51;1;0.09;no;3
22;29534;alquiler;1;estudios;B;4800;11.99;0;0.16;no;4
23;40000;hipoteca;1;viaje;B;1200;10.83;0;0.03;no;2
24;30000;alquiler;5;estudios;A;4800;6.99;0;0.16;no;4
23;30000;alquiler;6;estudios;A;4800;7.49;0;0.16;no;3
24;30000;alquiler;8;viaje;B;4800;11.49;0;0.16;no;2
24;30000;alquiler;0;estudios;C;4800;13.35;0;0.16;no;3
23;30000;alquiler;0;estudios;B;4800;;0;0.16;no;4
26;40000;hipoteca;10;viaje;B;5200;10.08;0;0.13;no;3
25;30000;alquiler;5;deuda;C;4800;11.22;0;0.16;si;3
24;40000;pagada;4;medico;A;1000;7.37;0;0.03;no;2
22;40000;hipoteca;5;medico;A;5000;7.68;0;0.13;no;4
22;31200;alquiler;;viaje;B;4800;10.37;0;0.15;no;4
24;32000;alquiler;6;medico;B;4800;10.59;0;0.15;no;2
22;32000;alquiler;3;deuda;D;4800;16.49;1;0.15;si;2
22;32000;alquiler;0;deuda;B;4800;11.11;0;0.15;no;4
25;32000;alquiler;0;estudios;A;4800;7.14;0;0.15;no;3
22;40000;hipoteca;5;deuda;B;8000;9.76;0;0.2;no;4
22;32000;alquiler;1;estudios;C;4800;13.61;0;0.15;no;4
23;32640;alquiler;5;viaje;B;4800;11.99;0;0.15;no;2
26;33000;alquiler;6;estudios;B;4800;12.69;0;0.15;no;4
22;33000;alquiler;3;medico;A;4800;7.49;0;0.15;no;4
22;40000;hipoteca;1;estudios;B;13025;10.14;0;0.33;no;3
26;40000;pagada;0;medico;B;15000;9.64;0;0.38;no;4
24;33000;alquiler;4;medico;D;4800;14.91;1;0.15;si;4
24;40000;pagada;6;medico;D;5000;11.86;0;0.13;no;4
23;34000;hipoteca;0;deuda;D;2525;13.12;1;0.07;no;3
23;33000;alquiler;5;deuda;D;4800;14.54;1;0.15;si;3
25;34000;hipoteca;2;viaje;C;15450;11.22;1;0.45;no;4
24;33600;alquiler;0;medico;B;4800;11.86;0;0.14;no;2
26;35000;alquiler;0;deuda;A;4800;8.9;0;0.14;no;2
22;40058;hipoteca;5;viaje;B;6000;9.91;0;0.15;no;2
22;35000;alquiler;3;estudios;A;4800;5.42;0;0.14;no;3
25;35000;alquiler;9;viaje;B;4800;11.14;0;0.14;no;2
25;35000;alquiler;1;medico;C;4800;10.28;0;0.14;no;2
23;40104;pagada;7;estudios;C;10000;12.72;0;0.25;si;2
24;40113;hipoteca;6;reforma;A;5000;7.14;0;0.12;no;2
22;30000;alquiler;4;personal;C;4800;;1;0.16;no;3
23;36000;alquiler;0;personal;B;4800;11.11;0;0.13;no;3
21;40200;hipoteca;5;medico;A;7200;7.88;0;0.18;no;2
25;30000;alquiler;0;reforma;D;4800;15.95;1;0.16;si;2
26;40224;hipoteca;0;personal;A;7000;7.4;0;0.17;no;2
22;40269;hipoteca;6;deuda;C;6625;15.23;0;0.16;si;3
26;40272;hipoteca;3;estudios;B;10000;11.86;0;0.25;no;3
23;40308;hipoteca;1;estudios;A;5000;7.68;0;0.12;no;4
25;38000;alquiler;9;medico;B;4800;11.71;0;0.13;no;4
22;32400;alquiler;7;personal;C;4800;13.98;1;0.15;si;2
22;38790;alquiler;0;estudios;C;4800;13.8;0;0.12;si;3
26;39996;alquiler;5;estudios;C;4800;12.99;0;0.12;no;4
22;40499;hipoteca;7;medico;B;11500;11.83;0;0.28;no;4
24;40800;alquiler;5;medico;C;4800;13.85;0;0.12;si;3
22;41300;alquiler;6;estudios;B;4800;11.89;0;0.12;no;3
25;40500;hipoteca;5;reforma;B;6500;9.63;0;0.16;no;4
22;41504;alquiler;6;estudios;C;4800;12.99;0;0.12;no;4
22;42000;alquiler;4;deuda;C;4800;14.35;0;0.11;no;4
25;42000;alquiler;2;deuda;C;4800;13.22;0;0.11;no;4
22;42996;alquiler;3;personal;C;4800;11.03;0;0.11;no;4
22;40542;hipoteca;6;viaje;A;6250;;0;0.15;no;2
26;44600;alquiler;0;estudios;C;4800;14.65;0;0.11;no;2
25;45000;alquiler;9;estudios;A;4800;7.51;0;0.11;no;3
26;45000;alquiler;1;medico;A;4800;5.42;0;0.11;no;2
23;39000;alquiler;0;personal;D;4800;17.99;1;0.12;no;4
26;40610;hipoteca;7;reforma;A;3500;7.14;0;0.09;no;4
26;40720;hipoteca;4;personal;C;10000;13.48;0;0.25;si;3
26;45000;alquiler;2;personal;C;4800;13.06;0;0.11;si;4
22;40800;hipoteca;7;estudios;C;17050;;0;0.42;si;2
21;45000;alquiler;3;viaje;A;4800;7.51;0;0.11;no;4
23;45000;alquiler;4;personal;C;4800;13.98;0;0.11;si;2
23;45000;alquiler;2;estudios;C;4800;13.22;0;0.11;si;4
25;45000;alquiler;2;personal;B;4800;9.45;0;0.11;no;4
26;45243;alquiler;3;viaje;B;4800;9.25;0;0.11;no;2
24;45840;alquiler;2;deuda;A;4800;7.49;0;0.1;no;2
24;46000;alquiler;0;personal;A;4800;8.9;0;0.1;no;2
24;40800;hipoteca;0;medico;B;8000;11.99;0;0.2;no;4
22;40800;hipoteca;6;personal;A;7975;5.79;0;0.2;no;3
25;40800;hipoteca;9;medico;B;9700;9.63;0;0.24;no;4
21;47664;alquiler;5;deuda;A;4800;7.9;0;0.1;no;2
23;40800;hipoteca;4;medico;B;10400;10;0;0.25;no;2
23;48000;alquiler;6;viaje;A;4800;7.9;0;0.1;no;3
24;40800;hipoteca;8;estudios;A;1200;;0;0.03;no;3
26;42000;alquiler;2;viaje;C;4800;14.27;1;0.11;no;2
23;40800;pagada;;medico;A;21000;6.17;0;0.51;no;3
24;42000;alquiler;2;estudios;C;4800;15.23;1;0.11;si;2
22;40800;pagada;6;viaje;C;10000;12.61;0;0.25;si;2
23;48000;alquiler;3;medico;A;4800;5.42;0;0.1;no;3
25;40800;hipoteca;;reforma;A;8000;5.79;0;0.2;no;2
22;48000;alquiler;0;deuda;C;4800;12.98;0;0.1;si;2
24;40800;pagada;0;viaje;C;14400;14.35;0;0.35;no;2
25;48000;alquiler;9;medico;B;4800;;0;0.1;no;3
26;40800;hipoteca;3;personal;A;7500;7.88;0;0.18;no;2
24;48000;alquiler;0;personal;B;4800;9.88;0;0.1;no;3
23;48600;alquiler;2;deuda;B;4800;10.36;0;0.1;no;3
23;48756;alquiler;5;medico;B;4800;11.36;0;0.1;no;4
23;40800;hipoteca;3;medico;A;10000;7.14;0;0.25;no;2
23;40800;hipoteca;1;estudios;B;16000;;0;0.39;no;4
25;50000;alquiler;8;estudios;C;4800;15.96;0;0.1;no;2
24;40800;hipoteca;1;estudios;D;6000;12.92;0;0.15;no;3
25;50000;alquiler;5;viaje;B;4800;10.99;0;0.1;no;4
22;40872;hipoteca;6;estudios;B;13750;10.83;0;0.34;no;4
23;40900;pagada;5;medico;B;12200;11.36;0;0.3;no;4
22;34900;hipoteca;4;deuda;D;3600;15.7;1;0.1;no;4
23;34900;hipoteca;2;medico;D;4000;;1;0.11;si;4
23;50000;alquiler;7;estudios;B;4800;10.37;0;0.1;no;3
22;50000;alquiler;7;medico;C;4800;12.68;0;0.1;no;3
26;50000;alquiler;0;viaje;B;4800;;0;0.1;no;3
24;50000;alquiler;2;viaje;C;4800;13.22;0;0.1;no;4
26;52000;alquiler;2;estudios;B;4800;9.99;0;0.09;no;2
23;52000;alquiler;3;estudios;B;4800;9.88;0;0.09;no;2
24;55000;alquiler;8;personal;A;4800;6.92;0;0.09;no;3
21;55000;alquiler;3;estudios;B;4800;11.12;0;0.09;no;4
25;49000;alquiler;3;medico;D;4800;14.96;1;0.1;si;2
23;41000;hipoteca;7;estudios;A;6000;6.03;0;0.15;no;4
25;55200;alquiler;2;medico;A;4800;7.9;0;0.09;no;3
22;41000;hipoteca;6;estudios;A;12000;6.03;0;0.29;no;2
23;56928;alquiler;3;personal;B;4800;10.38;0;0.08;no;3
21;41000;hipoteca;4;deuda;A;7000;6.03;0;0.17;no;3
26;52000;alquiler;6;medico;D;4800;17.99;1;0.09;no;4
26;41000;hipoteca;5;personal;A;8000;6.03;0;0.2;no;3
26;53000;alquiler;2;personal;D;4800;15.62;1;0.09;si;3
26;60000;alquiler;1;reforma;A;4800;7.9;0;0.08;no;3
24;60000;alquiler;4;reforma;A;4800;6.54;0;0.08;no;4
22;41000;hipoteca;0;viaje;B;6400;9.99;0;0.16;no;4
24;62000;alquiler;4;personal;A;4800;7.14;0;0.08;no;3
26;41000;pagada;7;reforma;D;9000;;0;0.22;no;4
22;41000;pagada;0;personal;A;1000;6.99;0;0.02;no;2
26;65000;alquiler;0;reforma;C;4800;13.72;0;0.07;no;2
24;65000;alquiler;0;personal;A;4800;7.88;0;0.07;no;4
24;41000;hipoteca;3;viaje;A;2500;7.29;0;0.06;no;2
25;65004;alquiler;1;reforma;C;4800;13.49;0;0.07;no;3
21;41000;hipoteca;;personal;A;3000;5.79;0;0.07;no;4
21;41000;hipoteca;2;personal;A;8200;6.91;0;0.2;no;3
23;35000;hipoteca;7;estudios;C;5000;12.98;1;0.14;si;3
22;41000;hipoteca;0;estudios;B;6000;11.86;0;0.15;no;2
23;69000;alquiler;7;medico;B;4800;10.75;0;0.07;no;2
23;70000;alquiler;2;personal;C;4800;;0;0.07;no;2
26;72000;alquiler;4;reforma;B;4800;11.86;0;0.07;no;3
24;72096;alquiler;2;reforma;A;4800;7.14;0;0.07;no;2
22;67200;alquiler;6;deuda;D;4800;16.7;1;0.07;si;2
24;69000;alquiler;2;deuda;D;4800;15.21;1;0.07;no;4
22;75000;alquiler;0;deuda;B;4800;12.21;0;0.06;no;2
24;41000;pagada;9;reforma;D;10000;15.33;0;0.24;no;4
24;41000;hipoteca;3;deuda;B;9000;9.88;0;0.22;no;2
23;41000;hipoteca;7;viaje;D;10000;14.96;0;0.24;si;2
22;41000;hipoteca;0;deuda;B;7750;9.88;0;0.19;no;3
23;86000;alquiler;0;viaje;B;4800;9.62;0;0.06;no;3
26;89000;alquiler;;estudios;A;4800;5.99;0;0.05;no;2
21;90000;alquiler;3;estudios;B;4800;9.62;0;0.05;no;3
23;92000;alquiler;5;medico;B;4800;10;0;0.05;no;3
22;41000;pagada;6;medico;D;2500;14.96;0;0.06;si;4
26;95000;alquiler;4;deuda;A;4800;;0;0.05;no;4
22;41000;hipoteca;4;viaje;A;6000;8.59;0;0.15;no;4
24;103641;alquiler;8;viaje;B;4800;10.74;0;0.05;no;2
24;105000;alquiler;5;reforma;C;4800;;0;0.05;si;2
22;41000;hipoteca;2;estudios;B;3000;12.18;0;0.07;no;4
21;41000;pagada;5;personal;A;5000;7.74;0;0.12;no;3
22;115000;alquiler;4;medico;A;4800;7.88;0;0.04;no;2
25;120000;alquiler;9;personal;C;4800;14.22;0;0.04;no;3
23;41000;hipoteca;5;deuda;A;6000;9.32;0;0.15;no;3
24;125000;alquiler;6;personal;A;4800;6.76;0;0.04;no;3
23;41000;hipoteca;0;viaje;B;4500;10.95;0;0.11;no;4
22;23000;alquiler;6;viaje;C;4850;14.27;0;0.21;si;4
24;40000;alquiler;0;estudios;A;4850;6.62;0;0.12;no;2
24;54000;alquiler;0;reforma;A;4850;8.49;0;0.09;no;2
23;41000;hipoteca;4;medico;B;7500;10.71;0;0.18;no;2
23;41000;hipoteca;7;deuda;B;5500;10.71;0;0.13;no;4
25;21600;alquiler;0;estudios;C;4900;13.72;0;0.23;si;2
21;41004;hipoteca;5;viaje;B;24250;10.75;0;0.59;no;2
25;41004;pagada;9;viaje;A;4000;6.76;0;0.1;no;3
25;41004;pagada;1;personal;B;12000;;0;0.29;no;2
23;95000;alquiler;4;personal;B;10000;10.99;0;0.11;no;4
26;41004;hipoteca;5;viaje;B;16000;10.95;0;0.39;no;3
23;41004;hipoteca;8;viaje;A;10000;9.32;0;0.24;no;4
25;83000;alquiler;0;estudios;C;10000;13.22;1;0.12;no;3
23;96000;alquiler;7;personal;B;10000;10.65;0;0.1;no;3
26;96000;alquiler;11;reforma;D;10000;19.69;0;0.1;si;3
21;41033;hipoteca;2;deuda;C;5700;12.99;0;0.14;no;4
24;41100;pagada;;personal;A;5600;6.03;0;0.14;no;3
24;41100;pagada;2;viaje;B;9200;12.42;0;0.22;no;2
23;97000;alquiler;7;estudios;C;10000;13.99;0;0.1;no;3
24;97850;alquiler;5;reforma;A;10000;7.51;0;0.1;no;4
25;98000;alquiler;9;deuda;B;10000;12.69;0;0.1;no;4
23;41196;hipoteca;7;estudios;B;16000;11.83;0;0.39;no;2
26;99000;alquiler;5;personal;A;10000;7.29;0;0.1;no;2
25;99275;alquiler;1;personal;C;10000;14.65;0;0.1;si;3
21;41200;pagada;3;personal;B;8000;11.48;0;0.19;no;3
24;87996;alquiler;8;deuda;D;10000;14.84;1;0.11;si;2
22;99996;alquiler;1;estudios;A;10000;9.32;0;0.1;no;4
22;100000;alquiler;3;estudios;B;10000;10.65;0;0.1;no;3
24;100000;alquiler;5;personal;A;10000;7.51;0;0.1;no;3
25;100000;alquiler;3;viaje;A;10000;6.62;0;0.1;no;4
25;88000;alquiler;9;estudios;D;10000;17.88;1;0.11;si;4
24;100000;alquiler;4;reforma;D;10000;16.4;0;0.1;si;2
21;88000;alquiler;;viaje;D;10000;17.93;1;0.11;si;3
23;100000;alquiler;0;personal;B;10000;11.46;0;0.1;no;2
21;102000;alquiler;5;estudios;D;10000;;0;0.1;si;3
23;41496;pagada;4;viaje;D;7200;;0;0.17;no;2
26;102000;alquiler;5;medico;A;10000;8.59;0;0.1;no;2
25;107000;alquiler;0;viaje;A;10000;8.38;0;0.09;no;3
24;41500;hipoteca;8;estudios;A;8500;7.14;0;0.2;no;4
23;107500;alquiler;7;medico;A;10000;7.66;0;0.09;no;2
26;96000;alquiler;2;estudios;D;10000;15.28;1;0.1;si;2
25;41508;hipoteca;9;estudios;C;1600;13.11;0;0.04;si;3
23;98000;alquiler;0;estudios;D;10000;16.4;1;0.1;no;2
25;41520;pagada;9;medico;A;4400;7.29;0;0.11;no;2
23;110000;alquiler;5;deuda;A;10000;7.88;0;0.09;no;2
22;41600;pagada;4;estudios;B;12000;12.42;0;0.29;no;2
22;41600;hipoteca;0;deuda;B;6800;10.59;0;0.16;no;3
23;41600;hipoteca;7;estudios;C;7000;13.43;0;0.17;no;3
26;113000;alquiler;3;reforma;C;10000;13.72;0;0.09;si;3
24;41600;hipoteca;0;reforma;A;10000;8.94;0;0.24;no;2
